movie,studio,foreign_gross,year,id_x,release_date_x,production_budget,domestic_gross,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,popularity,release_date_y,title,vote_average,vote_count,parsed_genres
It's Kind of a Funny Story,Focus,128000.0,2010,1,2010-10-08,8000000,6363628,6632950,135,"[35, 18]",43923,en,10.01,2010-10-08,It's Kind of a Funny Story,7.0,1324,"[35, 18]"
Rabbit Hole,LGF,2900000.0,2010,52,2010-12-17,5000000,2229058,6205034,163,[18],27585,en,9.389,2010-12-16,Rabbit Hole,6.8,292,[18]
The Runaways,App.,1100000.0,2010,57,2010-03-19,9500000,3573673,5278632,226,"[18, 10402]",27586,en,8.19,2010-03-19,The Runaways,6.4,448,"[18, 10402]"
Four Lions,Drft.,4400000.0,2010,79,2010-11-05,3750000,310007,2436111,138,"[35, 80, 18]",37495,en,9.968,2010-11-05,Four Lions,7.0,621,"[35, 80, 18]"
Please Give,SPC,280000.0,2010,15,2010-04-30,3000000,4033574,4570178,385,"[35, 18]",40247,en,5.945,2010-01-22,Please Give,6.3,81,"[35, 18]"
Monsters,Magn.,4000000.0,2010,50,2010-10-29,500000,237301,5639730,129,"[18, 53, 878]",43933,en,10.175,2010-10-29,Monsters,6.2,848,"[18, 53, 878]"
Monsters,Magn.,4000000.0,2010,50,2010-10-29,500000,237301,5639730,15788,"[12, 18, 878]",382890,en,1.122,2015-10-28,Monsters,7.4,5,"[12, 18, 878]"
The Killer Inside Me,IFC,3800000.0,2010,11,2010-06-18,13000000,217277,3617277,309,"[80, 18, 53]",37414,en,7.087000000000001,2010-04-27,The Killer Inside Me,5.9,304,"[80, 18, 53]"
The Perfect Game,IW,2800000.0,2010,36,2010-04-16,12500000,1089445,3931367,451,"[18, 10751]",56601,en,4.958,2010-04-16,The Perfect Game,6.3,44,"[18, 10751]"
Wild Target,Free,3300000.0,2010,28,2010-10-29,8000000,109338,5314194,164,"[28, 35]",44147,en,9.355,2010-10-29,Wild Target,6.4,356,"[28, 35]"
Kites,Relbig.,1300000.0,2010,66,2010-05-21,9200000,1685269,17155193,378,"[18, 28, 10749]",37737,hi,6.058,2010-05-21,Kites,5.8,67,"[18, 28, 10749]"
Letters to God,Viv.,60300.0,2010,25,2010-04-09,3000000,2848587,3237452,487,"[18, 10751]",35691,en,4.242,2010-04-09,Letters to God,6.9,71,"[18, 10751]"
After.Life,Anch.,1900000.0,2010,49,2010-04-09,4500000,108596,2481925,160,"[18, 27, 9648, 53]",36419,en,9.395,2009-11-07,After.Life,5.7,416,"[18, 27, 9648, 53]"
Flipped,WB,41100000.0,2010,22,2010-08-06,14000000,1755212,4289993,145,"[10749, 18]",43949,en,9.781,2010-08-06,Flipped,7.4,859,"[10749, 18]"
Flipped,WB,41100000.0,2010,22,2010-08-06,14000000,1755212,4289993,15898,"[18, 53]",380018,en,0.9620000000000001,2015-12-15,Flipped,7.0,2,"[18, 53]"
Casino Jack,ATO,40700.0,2010,32,2010-12-17,12500000,2039869,2272186,157,"[80, 35, 18]",45324,en,9.432,2010-12-17,Casino Jack,6.1,149,"[80, 35, 18]"
Leaves of Grass,First,949000.0,2010,17,2010-04-02,9000000,70066,85527,381,"[35, 80, 53]",12834,en,5.996,2010-09-17,Leaves of Grass,6.0,214,"[35, 80, 53]"
Carlos,IFC,726000.0,2010,47,2010-10-15,18000000,145526,1619153,338,"[80, 18, 53, 36]",43434,en,6.568,2010-10-11,Carlos,7.0,87,"[80, 18, 53, 36]"
The Disappearance of Alice Creed,Anch.,701000.0,2010,97,2010-08-06,1500000,166980,1605139,174,"[80, 18, 53]",38542,en,9.087,2010-04-30,The Disappearance of Alice Creed,6.6,280,"[80, 18, 53]"
Enter the Void,IFC,418000.0,2010,77,2010-09-24,16000000,337997,1467278,150,"[14, 18]",34647,en,9.562999999999999,2010-09-24,Enter the Void,7.3,773,"[14, 18]"
All Good Things,Magn.,62500.0,2010,96,2010-12-03,20000000,582024,873617,247,"[18, 9648, 53, 80, 10749]",46503,en,7.871,2010-12-03,All Good Things,6.0,493,"[18, 9648, 53, 80, 10749]"
Chain Letter,NFC,447000.0,2010,43,2010-10-01,3000000,205842,1022453,347,"[27, 53]",38033,en,6.44,2010-10-01,Chain Letter,4.1,63,"[27, 53]"
I Spit on Your Grave,Anch.,480000.0,2010,37,2010-10-08,1750000,93051,1278471,60,"[53, 80, 27]",43947,en,13.102,2010-10-08,I Spit on Your Grave,6.3,977,"[53, 80, 27]"
The Extra Man,Magn.,4500.0,2010,53,2010-07-30,7000000,453377,492108,444,[35],47088,en,5.056,2010-08-01,The Extra Man,5.9,46,[35]
Tiny Furniture,IFC,41100000.0,2010,18,2010-11-12,50000,391674,424149,326,"[10749, 35, 18]",47607,en,6.695,2010-11-12,Tiny Furniture,5.9,82,"[10749, 35, 18]"
The Tempest,Mira.,68700.0,2010,1,2010-12-10,20000000,277943,277943,361,"[18, 14]",44638,en,6.3,2010-12-10,The Tempest,5.8,52,"[18, 14]"
The Good Heart,Magn.,323000.0,2010,73,2010-04-30,3800000,20930,340930,760,"[18, 35, 10749]",5178,en,2.3209999999999997,2010-04-30,The Good Heart,6.4,30,"[18, 35, 10749]"
Welcome to the Rileys,Gold.,158000.0,2010,12,2010-10-29,10000000,152857,355919,217,[18],31007,en,8.347999999999999,2010-10-29,Welcome to the Rileys,6.5,241,[18]
The Girl on the Train,Strand,97100.0,2010,68,2016-10-07,45000000,75395035,174278214,12316,[53],241261,en,1.595,2014-07-03,The Girl on the Train,5.9,25,[53]
The Girl on the Train,Strand,97100.0,2010,68,2016-10-07,45000000,75395035,174278214,17506,"[80, 18, 9648, 10749, 53]",346685,en,11.927,2016-10-07,The Girl on the Train,6.3,3479,"[80, 18, 9648, 10749, 53]"
The Girl on the Train,Strand,97100.0,2010,68,2016-10-07,45000000,75395035,174278214,20774,"[80, 18, 9648, 10749, 53]",346685,en,11.927,2016-10-07,The Girl on the Train,6.3,3479,"[80, 18, 9648, 10749, 53]"
Freakonomics,Magn.,16400.0,2010,80,2010-10-01,2900000,101270,172867,401,[99],43942,en,5.705,2010-10-01,Freakonomics,6.6,57,[99]
Transformers: Dark of the Moon,P/DW,771400000.0,2011,64,2011-06-29,195000000,352390543,1123790543,2966,"[28, 878, 12]",38356,en,5.3389999999999995,2011-06-28,Transformers: Dark of the Moon,6.1,4961,"[28, 878, 12]"
Pirates of the Caribbean: On Stranger Tides,BV,804600000.0,2011,2,2011-05-20,410600000,241063875,1045663875,2470,"[12, 28, 14]",1865,en,30.579,2011-05-20,Pirates of the Caribbean: On Stranger Tides,6.4,8571,"[12, 28, 14]"
Kung Fu Panda 2,P/DW,500400000.0,2011,74,2011-05-26,150000000,165249063,664837547,2489,"[16, 10751]",49444,en,17.363,2011-05-25,Kung Fu Panda 2,6.7,3628,"[16, 10751]"
Fast Five,Uni.,416300000.0,2011,67,2011-04-29,125000000,210031325,630163454,3424,"[28, 53, 80]",51497,en,2.097,2011-04-28,Fast Five,7.2,4294,"[28, 53, 80]"
The Hangover Part II,WB,332300000.0,2011,39,2011-05-26,80000000,254464305,586464305,2469,[35],45243,en,32.266,2011-05-25,The Hangover Part II,6.4,6231,[35]
The Smurfs,Sony,421100000.0,2011,20,2011-07-29,110000000,142614158,563749323,2495,"[16, 10751, 12, 35, 14]",41513,en,16.533,2011-07-29,The Smurfs,5.6,2112,"[16, 10751, 12, 35, 14]"
Cars 2,BV,370700000.0,2011,57,2011-06-24,200000000,191450875,560155383,2475,"[16, 10751, 12, 35]",49013,en,23.498,2011-06-16,Cars 2,5.9,4058,"[16, 10751, 12, 35]"
Puss in Boots,P/DW,405700000.0,2011,46,2011-10-28,130000000,149260504,554987477,2668,"[28, 12, 16, 10751, 14, 35]",417859,en,9.078,2011-10-28,Puss in Boots,6.3,1422,"[28, 12, 16, 10751, 14, 35]"
Sherlock Holmes: A Game of Shadows,WB,358600000.0,2011,69,2011-12-16,125000000,186848418,535663443,2484,"[12, 28, 80, 9648]",58574,en,18.301,2011-12-16,Sherlock Holmes: A Game of Shadows,7.1,6380,"[12, 28, 80, 9648]"
Rio,Fox,341000000.0,2011,46,2011-04-15,90000000,143619809,487519809,2517,"[16, 12, 35, 10751]",46195,en,14.695,2011-04-15,Rio,6.6,3730,"[16, 12, 35, 10751]"
Rise of the Planet of the Apes,Fox,305000000.0,2011,31,2011-08-05,93000000,176760185,470986200,2476,"[53, 28, 18, 878]",61791,en,22.995,2011-08-04,Rise of the Planet of the Apes,7.2,7259,"[53, 28, 18, 878]"
Thor,Par.,268300000.0,2011,70,2011-05-06,150000000,181030624,449326618,2468,"[12, 14, 28]",10195,en,38.068000000000005,2011-05-06,Thor,6.7,12764,"[12, 14, 28]"
The Adventures of Tintin,Par.,296400000.0,2011,52,2011-12-21,130000000,77591831,373993951,2569,"[12, 16, 9648]",17578,en,11.981,2011-12-20,The Adventures of Tintin,6.8,3251,"[12, 16, 9648]"
Captain America: The First Avenger,Par.,193900000.0,2011,10,2011-07-22,140000000,176654505,370569776,2474,"[28, 12, 878]",1771,en,25.808000000000003,2011-07-22,Captain America: The First Avenger,6.9,12810,"[28, 12, 878]"
X-Men: First Class,Fox,207200000.0,2011,42,2011-06-03,160000000,146408305,355408305,3672,"[28, 878, 12]",49538,en,1.4469999999999998,2011-06-03,X-Men: First Class,7.2,8211,"[28, 878, 12]"
Alvin and the Chipmunks: Chipwrecked,Fox,209600000.0,2011,49,2011-12-16,80000000,133107389,349088523,2550,"[35, 14, 10751, 10402, 16]",55301,en,12.672,2011-12-16,Alvin and the Chipmunks: Chipwrecked,5.5,1055,"[35, 14, 10751, 10402, 16]"
Real Steel,BV,213800000.0,2011,31,2011-10-07,110000000,85463309,263880341,2513,"[28, 878, 18]",39254,en,14.811,2011-10-06,Real Steel,6.8,4566,"[28, 878, 18]"
Bridesmaids,Uni.,119300000.0,2011,85,2011-05-13,32500000,169211718,289632023,2643,"[35, 10749]",55721,en,9.805,2011-05-13,Bridesmaids,6.5,2783,"[35, 10749]"
Super 8,Par.,133100000.0,2011,93,2011-06-10,50000000,127004179,257972745,2523,"[53, 878, 9648]",37686,en,14.39,2011-06-09,Super 8,6.7,3934,"[53, 878, 9648]"
Rango,Par.,122200000.0,2011,29,2011-03-04,135000000,123477607,245724600,2520,"[16, 35, 10751, 37, 12]",44896,en,14.462,2011-03-03,Rango,6.6,3412,"[16, 35, 10751, 37, 12]"
The Green Hornet,Sony,129000000.0,2011,29,2011-01-14,110000000,98780042,229155503,2519,"[28, 80, 35]",40805,en,14.501,2011-01-13,The Green Hornet,5.5,1897,"[28, 80, 35]"
Immortals,Rela.,143400000.0,2011,45,2011-11-11,75000000,83504017,211562435,2514,"[14, 28, 18]",37958,en,14.774000000000001,2011-11-11,Immortals,5.8,1431,"[14, 28, 18]"
Green Lantern,WB,103300000.0,2011,62,2011-06-17,200000000,116601172,219535492,2490,"[12, 28, 53, 878]",44912,en,17.257,2011-06-17,Green Lantern,5.1,4290,"[12, 28, 53, 878]"
The Help,BV,46900000.0,2011,63,2011-08-10,25000000,169705587,213120004,2552,[18],50014,en,12.597999999999999,2011-08-10,The Help,8.1,3944,[18]
Bad Teacher,Sony,115900000.0,2011,27,2011-06-24,19000000,100292856,215448997,2533,[35],52449,en,13.549000000000001,2011-06-19,Bad Teacher,5.5,2894,[35]
Battle: Los Angeles,Sony,128300000.0,2011,10,2011-03-11,70000000,83552429,213463976,2547,"[28, 878]",44943,en,12.720999999999998,2011-03-08,Battle: Los Angeles,5.6,2049,"[28, 878]"
Horrible Bosses,WB (NL),92100000.0,2011,34,2011-07-08,35000000,117538559,212417601,2528,"[35, 80]",51540,en,14.058,2011-07-08,Horrible Bosses,6.5,3842,"[35, 80]"
Paranormal Activity 3,Par.,103000000.0,2011,51,2011-10-21,5000000,104028807,207039844,2646,[27],72571,en,9.669,2011-10-21,Paranormal Activity 3,5.9,1197,[27]
Hugo,Par.,111900000.0,2011,89,2011-11-23,180000000,73864507,180047784,2544,"[12, 18, 10751]",44826,en,12.936,2011-11-23,Hugo,7.1,4124,"[12, 18, 10751]"
Hop,Uni.,75900000.0,2011,27,2011-04-01,63000000,108085305,188657593,2515,"[16, 35, 10751]",50359,en,14.738,2011-04-01,Hop,5.6,611,"[16, 35, 10751]"
War Horse,BV,97700000.0,2011,12,2011-12-25,70000000,79883359,156815529,2613,"[18, 10752]",57212,en,10.378,2011-12-25,War Horse,7.2,1849,"[18, 10752]"
The Descendants,FoxS,94700000.0,2011,5,2011-11-16,20000000,82624961,175507800,2610,"[35, 18]",65057,en,10.444,2011-11-18,The Descendants,6.8,1522,"[35, 18]"
In Time,Fox,136400000.0,2011,74,2011-10-28,35000000,37553932,165103952,2481,"[28, 53, 878]",49530,en,18.912,2011-10-28,In Time,6.8,6245,"[28, 53, 878]"
Zookeeper,Sony,89500000.0,2011,71,2011-07-08,80000000,80360866,170805525,2598,"[35, 10749, 10751]",38317,en,10.764000000000001,2011-07-08,Zookeeper,5.3,886,"[35, 10749, 10751]"
The Muppets,BV,76600000.0,2011,64,2011-11-23,45000000,88625922,160971922,2582,"[35, 10751, 10402]",64328,en,11.324000000000002,2011-11-23,The Muppets,6.6,831,"[35, 10751, 10402]"
Limitless,Rela.,82600000.0,2011,91,2011-03-18,27000000,79249455,155564919,2479,"[53, 9648, 878]",51876,en,19.453,2011-03-08,Limitless,7.1,6295,"[53, 9648, 878]"
Johnny English Reborn,Uni.,151800000.0,2011,19,2011-10-21,45000000,8406711,164640401,2503,"[80, 12, 28, 35, 53]",58233,en,15.542,2011-10-21,Johnny English Reborn,6.1,1810,"[80, 12, 28, 35, 53]"
Final Destination 5,WB (NL),115300000.0,2011,49,2011-08-12,40000000,42587643,155011165,2537,"[27, 9648]",55779,en,13.392000000000001,2011-08-12,Final Destination 5,6.0,1701,"[27, 9648]"
Tower Heist,Uni.,74900000.0,2011,5,2011-11-04,85000000,78046570,150422946,2561,"[28, 35]",59108,en,12.213,2011-11-04,Tower Heist,6.0,1592,"[28, 35]"
Midnight in Paris,SPC,94300000.0,2011,83,2011-05-20,30000000,56816662,162502774,2539,"[14, 35, 10749]",59436,en,13.171,2011-05-20,Midnight in Paris,7.5,3965,"[14, 35, 10749]"
Happy Feet Two,WB,86400000.0,2011,33,2011-11-18,135000000,64006466,157956466,2735,"[16, 35, 10751]",65759,en,8.131,2011-11-17,Happy Feet Two,5.9,754,"[16, 35, 10751]"
Jack and Jill,Sony,75500000.0,2011,11,2011-11-11,79000000,74158157,150519217,2585,[35],71880,en,11.277000000000001,2011-11-11,Jack and Jill,4.1,1124,[35]
Friends with Benefits,SGem,93700000.0,2011,55,2011-07-22,35000000,55802754,146595891,2529,"[10749, 35]",50544,en,14.019,2011-07-21,Friends with Benefits,6.6,4637,"[10749, 35]"
No Strings Attached,Par.,78600000.0,2011,84,2011-01-21,25000000,70662220,149228078,2525,"[35, 10749]",41630,en,14.203,2011-01-21,No Strings Attached,6.2,2612,"[35, 10749]"
Arthur Christmas,Sony,101000000.0,2011,14,2011-11-23,85000000,46462469,149717124,2542,"[18, 16, 10751, 35]",51052,en,12.981,2011-11-23,Arthur Christmas,6.7,692,"[18, 16, 10751, 35]"
Source Code,Sum.,92600000.0,2011,96,2011-04-01,32000000,54712227,140428499,2535,"[53, 878, 9648]",45612,en,13.495,2011-04-01,Source Code,7.2,4529,"[53, 878, 9648]"
Contagion,WB,59800000.0,2011,71,2011-09-09,60000000,75658097,137551594,800,"[27, 28, 53, 878]",49830,en,2.178,2010-03-29,Bio Slime,4.3,6,"[27, 28, 53, 878]"
Contagion,WB,59800000.0,2011,71,2011-09-09,60000000,75658097,137551594,2611,"[18, 53, 878]",39538,en,10.444,2011-09-09,Contagion,6.3,2128,"[18, 53, 878]"
The Artist,Wein.,88800000.0,2011,34,2011-11-25,16000000,44667095,128256712,2623,"[18, 35, 10749]",74643,en,10.155,2011-10-14,The Artist,7.4,1787,"[18, 35, 10749]"
Unknown,WB,67099999.0,2011,21,2011-02-18,40000000,63686397,136123083,2565,"[28, 9648, 53]",48138,en,12.08,2011-02-18,Unknown,6.6,2043,"[28, 9648, 53]"
Unknown,WB,67099999.0,2011,84,2006-11-03,3700000,26403,3355048,2565,"[28, 9648, 53]",48138,en,12.08,2011-02-18,Unknown,6.6,2043,"[28, 9648, 53]"
The Adjustment Bureau,Uni.,65400000.0,2011,81,2011-03-04,50200000,62495645,126931325,2532,"[878, 53, 10749]",38050,en,13.717,2011-03-04,The Adjustment Bureau,6.6,2615,"[878, 53, 10749]"
We Bought a Zoo,Fox,44500000.0,2011,14,2011-12-23,50000000,75624550,118729073,2638,"[18, 35, 10751]",74465,en,9.931000000000001,2011-12-23,We Bought a Zoo,6.7,1523,"[18, 35, 10751]"
Water for Elephants,Fox,58400000.0,2011,63,2011-04-22,38000000,58709717,116809717,2894,"[18, 10749]",55787,en,6.209,2011-04-22,Water for Elephants,6.9,1627,"[18, 10749]"
The Iron Lady,Wein.,84900000.0,2011,90,2012-01-13,14000000,29959436,115592104,2675,"[36, 18]",71688,en,8.987,2011-12-30,The Iron Lady,6.4,899,"[36, 18]"
Moneyball,Sony,34600000.0,2011,15,2011-09-23,50000000,75605492,111300835,2505,[18],60308,en,15.392999999999999,2011-09-22,Moneyball,7.1,2255,[18]
Sanctum,Uni.,85400000.0,2011,45,2011-02-04,30000000,23209310,108957098,2793,"[28, 53]",48340,en,7.457000000000001,2011-02-04,Sanctum,5.9,515,"[28, 53]"
Justin Bieber: Never Say Never,Par.,26000000.0,2011,48,2011-02-11,13000000,73013910,99034125,2696,"[99, 10402, 10751]",54518,en,8.602,2011-02-11,Justin Bieber: Never Say Never,5.1,240,"[99, 10402, 10751]"
Paul,Uni.,60600000.0,2011,58,2011-03-18,40000000,37412945,101162106,2508,"[12, 35, 878]",39513,en,15.234000000000002,2011-03-17,Paul,6.5,3017,"[12, 35, 878]"
Scream 4,W/Dim.,59000000.0,2011,55,2011-04-15,40000000,38180928,95989590,2499,"[27, 9648]",41446,en,16.082,2011-04-11,Scream 4,6.2,1610,"[27, 9648]"
Insidious,FD,43000000.0,2011,63,2011-04-01,1500000,54009150,99870886,2498,"[27, 53]",49018,en,16.197,2011-04-01,Insidious,6.9,3582,"[27, 53]"
The Rite,WB (NL),63000000.0,2011,100,2011-01-28,37000000,33047633,97143987,2645,"[18, 53, 27]",48171,en,9.676,2011-01-28,The Rite,5.9,994,"[18, 53, 27]"
Dolphin Tale,WB,23100000.0,2011,93,2011-09-23,37000000,72286779,96068724,2604,"[18, 10751]",62837,en,10.679,2011-09-23,Dolphin Tale,6.8,327,"[18, 10751]"
Season of the Witch,Rela.,66800000.0,2011,89,2011-01-07,40000000,24827228,91126600,2554,"[12, 14, 28]",23047,en,12.535,2011-01-07,Season of the Witch,5.3,1352,"[12, 14, 28]"
Sucker Punch,WB,53400000.0,2011,62,2011-03-25,75000000,36392502,89758389,2521,"[28, 14, 53]",23629,en,14.415999999999999,2011-03-25,Sucker Punch,6.0,2716,"[28, 14, 53]"
Red Riding Hood,WB,51500000.0,2011,55,2011-03-11,42000000,37662162,91678442,2574,"[14, 53, 27]",49730,en,11.856,2011-03-11,Red Riding Hood,5.9,1884,"[14, 53, 27]"
Spy Kids: All the Time in the World,W/Dim.,47000000.0,2011,100,2011-08-19,27000000,38536376,80681183,2635,"[10751, 35, 28]",56288,en,10.009,2011-08-19,Spy Kids: All the Time in the World,4.6,487,"[10751, 35, 28]"
J. Edgar,WB,47600000.0,2011,76,2011-11-09,35000000,37306030,84606030,2694,"[18, 80, 36]",88794,en,8.628,2011-11-09,J. Edgar,6.2,1303,"[18, 80, 36]"
Hall Pass,WB (NL),38100000.0,2011,57,2011-02-25,68000000,45060734,87173475,2636,"[35, 10749]",48988,en,9.984,2011-02-25,Hall Pass,5.5,1009,"[35, 10749]"
"Big Mommas: Like Father, Like Son",Fox,44800000.0,2011,1,2011-02-18,32000000,37915414,82332450,2501,"[80, 35, 28]",38322,en,16.024,2011-02-18,"Big Mommas: Like Father, Like Son",5.5,623,"[80, 35, 28]"
Abduction,LGF,54000000.0,2011,96,2011-09-23,35000000,28087155,86648359,2487,"[53, 28, 9648]",59965,en,17.69,2011-09-23,Abduction,5.8,1791,"[53, 28, 9648]"
Priest,SGem,49200000.0,2011,29,2011-05-13,60000000,29136626,84154026,2507,"[14, 27]",38321,en,15.318,2011-05-13,Priest,5.5,1157,"[14, 27]"
The Mechanic,CBS,47000000.0,2011,42,2011-01-28,42500000,29121498,76347393,2524,"[28, 53, 80]",27582,en,14.387,2011-01-28,The Mechanic,6.3,1676,"[28, 53, 80]"
The Ides of March,Sony,35000000.0,2011,76,2011-10-07,23000000,40962534,77735925,2626,[18],10316,en,10.127,2011-10-07,The Ides of March,6.7,1405,[18]
The Change-Up,Uni.,38400000.0,2011,72,2011-08-05,52000000,37243418,75997067,2563,[35],49520,en,12.122,2011-08-05,The Change-Up,6.0,1406,[35]
The Lincoln Lawyer,LGF,17000000.0,2011,25,2011-03-18,40000000,58009200,87145086,2575,"[80, 18, 53]",50348,en,11.812000000000001,2011-03-18,The Lincoln Lawyer,7.1,1525,"[80, 18, 53]"
Diary of a Wimpy Kid: Rodrick Rules,Fox,19700000.0,2011,80,2011-03-25,18000000,52698535,73695194,2678,"[10751, 35]",60307,en,8.961,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,6.4,492,"[10751, 35]"
Larry Crowne,Uni.,36400000.0,2011,25,2011-07-01,30000000,35608245,61449135,2812,"[35, 10749, 18]",59861,en,7.261,2011-06-30,Larry Crowne,5.8,676,"[35, 10749, 18]"
The Dilemma,Uni.,21200000.0,2011,25,2011-01-14,70000000,48475290,70546865,2652,"[35, 18]",44564,en,9.517999999999999,2011-01-13,The Dilemma,5.3,448,"[35, 18]"
The Darkest Hour,Sum.,43200000.0,2011,58,2011-12-25,34800000,21443494,62831715,2602,"[27, 28, 53, 878]",71469,en,10.73,2011-12-25,The Darkest Hour,4.9,735,"[27, 28, 53, 878]"
Hanna,Focus,23500000.0,2011,14,2011-04-08,30000000,40259119,65343694,2644,"[28, 53, 12]",50456,en,9.709,2011-04-08,Hanna,6.6,1944,"[28, 53, 12]"
Colombiana,TriS,24300000.0,2011,60,2011-08-26,40000000,36665854,72295262,2605,"[28, 53, 80, 18]",62835,en,10.584000000000001,2011-08-26,Colombiana,6.5,1371,"[28, 53, 80, 18]"
Something Borrowed,WB,21100000.0,2011,72,2011-05-06,35000000,39046489,65084116,2777,"[35, 18, 10749]",49022,en,7.567,2011-05-05,Something Borrowed,6.1,591,"[35, 18, 10749]"
One Day,Focus,45500000.0,2011,84,2011-08-19,15000000,13843771,59168692,2618,"[18, 10749]",51828,en,10.308,2011-08-19,One Day,7.2,2105,"[18, 10749]"
Killer Elite,ORF,31300000.0,2011,38,2011-09-23,70000000,25124986,65409046,2509,"[28, 12, 53]",49021,en,15.135,2011-09-23,Killer Elite,6.2,1093,"[28, 12, 53]"
The Tree of Life,FoxS,41000000.0,2011,24,2011-05-27,35000000,13305665,61721826,2577,"[18, 14]",8967,en,11.569,2011-05-27,The Tree of Life,6.6,1730,"[18, 14]"
Winnie the Pooh,BV,23200000.0,2011,39,2011-07-15,30000000,26692846,50145607,2590,"[16, 10751]",51162,en,11.147,2011-07-14,Winnie the Pooh,6.9,444,"[16, 10751]"
Soul Surfer,TriS,3200000.0,2011,83,2011-04-08,18000000,43853424,47158652,2706,"[10751, 28, 18]",43959,en,8.459,2011-04-08,Soul Surfer,7.0,688,"[10751, 28, 18]"
The Debt,Focus,14500000.0,2011,65,2011-08-31,20000000,31177548,46604054,2548,"[18, 53]",48289,en,12.697000000000001,2011-08-31,The Debt,6.6,403,"[18, 53]"
Beastly,CBS,15300000.0,2011,87,2011-03-04,17000000,27865571,38028230,2624,"[18, 14, 10749, 878]",38117,en,10.136000000000001,2011-03-04,Beastly,6.1,1748,"[18, 14, 10749, 878]"
30 Minutes or Less,Sony,3500000.0,2011,60,2011-08-12,28000000,37053924,40966716,2584,"[28, 12, 35]",62206,en,11.315,2011-08-12,30 Minutes or Less,5.6,825,"[28, 12, 35]"
The Roommate,SGem,3200000.0,2011,39,2011-02-04,16000000,37300107,52545707,2734,"[53, 18, 27]",49950,en,8.134,2011-02-04,The Roommate,5.4,406,"[53, 18, 27]"
Shark Night 3D,Rela.,21300000.0,2011,52,2011-09-02,25000000,18877153,18877153,2751,"[27, 53]",65055,en,7.879,2011-09-02,Shark Night 3D,5.0,245,"[27, 53]"
Monte Carlo,Fox,16500000.0,2011,84,2011-07-01,20000000,23186769,39686769,2595,"[12, 35, 10749]",59860,en,11.017000000000001,2011-07-01,Monte Carlo,6.2,1193,"[12, 35, 10749]"
50/50,Sum.,4200000.0,2011,73,2011-09-30,8000000,35016118,41334735,2556,"[35, 18]",40807,en,12.450999999999999,2011-09-30,50/50,7.1,2111,"[35, 18]"
Mars Needs Moms,BV,17600000.0,2011,94,2011-03-11,150000000,21392758,39549758,2682,"[12, 16, 10751]",50321,en,8.852,2011-03-11,Mars Needs Moms,5.7,299,"[12, 16, 10751]"
Dream House,Uni.,17200000.0,2011,80,2011-09-30,50000000,21302340,41642166,2670,"[18, 53, 9648]",69668,en,9.047,2011-09-30,Dream House,6.0,670,"[18, 53, 9648]"
Jumping the Broom,TriS,415000.0,2011,93,2011-05-06,7000000,37295394,38158601,2704,[35],57119,en,8.477,2011-05-06,Jumping the Broom,6.0,103,[35]
Don't Be Afraid of the Dark,FD,12900000.0,2011,43,2011-08-26,25000000,24046682,39126427,214,"[14, 27, 53]",46261,en,8.405,2010-11-06,Don't Be Afraid of the Dark,5.5,550,"[14, 27, 53]"
My Week with Marilyn,Wein.,20500000.0,2011,22,2011-11-23,10000000,14597405,34240572,2564,[18],75900,en,12.081,2011-11-23,My Week with Marilyn,6.7,741,[18]
The Sitter,Fox,4500000.0,2011,32,2011-12-09,25000000,30542576,38749404,2576,[35],57431,en,11.571,2011-12-09,The Sitter,5.4,472,[35]
Courageous,TriS,41100000.0,2011,87,2011-09-30,2000000,34522221,35185884,2800,[18],72213,en,7.406000000000001,2011-09-30,Courageous,7.0,128,[18]
I Don't Know How She Does It,Wein.,20900000.0,2011,58,2011-09-16,24000000,9659074,24474463,2720,"[10749, 35]",70868,en,8.271,2011-09-16,I Don't Know How She Does It,5.2,231,"[10749, 35]"
What's Your Number?,Fox,16399999.0,2011,24,2011-09-30,20000000,14011084,30163785,2612,"[35, 10749]",63492,en,10.390999999999998,2011-09-30,What's Your Number?,6.4,1271,"[35, 10749]"
Drive Angry,Sum.,18200000.0,2011,91,2011-02-25,50000000,10721033,41042583,2527,"[14, 53, 28, 80]",47327,en,14.095999999999998,2011-02-24,Drive Angry,5.3,959,"[14, 53, 28, 80]"
A Dangerous Method,SPC,21800000.0,2011,69,2011-11-23,20000000,5702083,14807531,2615,"[18, 53]",48231,en,10.352,2011-11-23,A Dangerous Method,6.3,1066,"[18, 53]"
The Eagle,Focus,7600000.0,2011,50,2011-02-11,25000000,19490041,38993548,2709,"[12, 18]",49494,en,8.443,2011-02-11,The Eagle,6.1,694,"[12, 18]"
Apollo 18,W/Dim.,7900000.0,2011,94,2011-09-02,5000000,17686929,26517819,2711,"[27, 53, 878]",50357,en,8.384,2011-09-02,Apollo 18,5.0,486,"[27, 53, 878]"
Biutiful,RAtt.,20000000.0,2011,44,2011-01-28,35000000,5101237,24687524,265,[18],45958,es,7.697,2010-12-28,Biutiful,7.2,546,[18]
