movie,studio,foreign_gross,year,id_x,release_date_x,production_budget,domestic_gross,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,popularity,release_date_y,title,vote_average,vote_count,parsed_genres
Fifty Shades of Black,ORF,10500000.0,2016,15,2016-01-29,5000000,11686940,22113075,17660,"[10749, 35]",351819,en,8.783999999999999,2016-01-29,Fifty Shades of Black,4.4,677,"[10749, 35]"
Keanu,WB (NL),41100000.0,2016,70,2016-04-29,15000000,20591853,20688141,17644,"[28, 35]",342521,en,8.952,2016-04-29,Keanu,6.0,644,"[28, 35]"
The Edge of Seventeen,STX,4400000.0,2016,86,2016-11-18,9000000,14431633,19096003,17520,"[35, 18]",376660,en,11.546,2016-11-18,The Edge of Seventeen,7.2,2224,"[35, 18]"
The Edge of Seventeen,STX,4400000.0,2016,86,2016-11-18,9000000,14431633,19096003,20784,"[35, 18]",376660,en,11.546,2016-11-18,The Edge of Seventeen,7.2,2224,"[35, 18]"
Eye in the Sky,BST,41100000.0,2016,75,2016-03-11,13000000,18704596,35402802,17558,"[18, 53, 10752]",333352,en,10.219,2016-03-11,Eye in the Sky,7.1,850,"[18, 53, 10752]"
Regression,W/Dim.,17600000.0,2016,6,2015-10-30,20000000,55039,15824374,17542,"[27, 9648, 53, 80]",241257,en,10.713,2016-02-05,Regression,5.5,1065,"[27, 9648, 53, 80]"
Norm of the North,LGF,41100000.0,2016,9,2016-01-15,18000000,17062499,30535660,17617,"[12, 16, 35, 10751]",276905,en,9.325,2016-01-15,Norm of the North,4.2,192,"[12, 16, 35, 10751]"
Hardcore Henry,STX,7600000.0,2016,100,2016-04-08,2000000,9252038,17187434,17551,"[28, 12, 878]",325348,en,10.459000000000001,2016-04-06,Hardcore Henry,6.2,1294,"[28, 12, 878]"
Pride and Prejudice and Zombies,SGem,5500000.0,2016,74,2016-02-05,28000000,10907291,16638300,17635,"[10749, 27, 35, 53]",58431,en,9.086,2016-02-05,Pride and Prejudice and Zombies,5.7,1195,"[10749, 27, 35, 53]"
The Infiltrator,BG,41100000.0,2016,32,2016-07-13,47500000,15436808,20718104,17606,"[80, 18, 53]",325789,en,9.588,2016-07-13,The Infiltrator,6.6,943,"[80, 18, 53]"
The Other Side of the Door,Fox,11300000.0,2016,49,2016-03-04,5000000,3000342,12905107,17638,"[53, 27]",364116,en,9.078,2016-03-11,The Other Side of the Door,5.3,470,"[53, 27]"
Jackie,FoxS,41100000.0,2016,87,2016-12-02,9000000,13960394,36588512,17656,[18],376866,en,8.818999999999999,2016-12-02,Jackie,6.4,1420,[18]
Shut In,EC,6200000.0,2016,50,2016-11-11,10000000,6900335,11360665,17548,"[18, 53]",329981,en,10.535,2016-11-11,Shut In,5.2,374,"[18, 53]"
Loving,Focus,5200000.0,2016,92,2016-11-04,9000000,7710234,12898064,17677,"[10749, 18]",339419,en,8.506,2016-11-04,Loving,6.7,529,"[10749, 18]"
Loving,Focus,5200000.0,2016,92,2016-11-04,9000000,7710234,12898064,20970,"[10749, 18]",339419,en,8.506,2016-11-04,Loving,6.7,529,"[10749, 18]"
The Man Who Knew Infinity,IFC,8400000.0,2016,67,2016-04-29,10000000,3877922,12382122,17663,[18],353326,en,8.76,2016-04-29,The Man Who Knew Infinity,7.2,699,[18]
The Darkness,BH Tilt,41100000.0,2016,98,2016-05-13,4000000,10753574,10898293,17688,"[27, 53]",257345,en,8.357000000000001,2016-05-13,The Darkness,4.8,347,"[27, 53]"
The Perfect Match,LGF,745000.0,2016,22,2016-03-11,5000000,9669521,10182050,17829,"[35, 10749]",378200,en,6.875,2016-03-11,The Perfect Match,5.5,78,"[35, 10749]"
Queen of Katwe,BV,1500000.0,2016,6,2016-09-23,15000000,8874389,10055481,17757,[18],317557,en,7.564,2016-09-23,Queen of Katwe,7.1,225,[18]
Miss Sloane,EC,5600000.0,2016,36,2016-11-25,18000000,3500605,7719630,17498,"[18, 53]",376290,en,12.215,2016-11-25,Miss Sloane,7.4,912,"[18, 53]"
Miss Sloane,EC,5600000.0,2016,36,2016-11-25,18000000,3500605,7719630,20764,"[18, 53]",376290,en,12.215,2016-11-25,Miss Sloane,7.4,912,"[18, 53]"
Morgan,Fox,4900000.0,2016,5,2016-09-02,8000000,3915251,7298786,6529,[18],151693,en,1.111,2012-01-07,Morgan,6.7,12,[18]
Morgan,Fox,4900000.0,2016,5,2016-09-02,8000000,3915251,7298786,17580,"[27, 878, 53]",377264,en,9.912,2016-09-02,Morgan,5.7,843,"[27, 878, 53]"
The Young Messiah,Focus,41100000.0,2016,17,2016-03-11,16800000,6469813,7313697,18005,[18],318850,en,5.531000000000001,2016-03-11,The Young Messiah,6.1,50,[18]
Incarnate,BH Tilt,1500000.0,2016,39,2016-12-02,5000000,4799774,9371036,17803,"[27, 53]",241258,en,7.1370000000000005,2016-12-02,Incarnate,5.2,314,"[27, 53]"
Max Steel,ORF,2500000.0,2016,68,2016-10-14,10000000,3818664,4563080,17648,"[28, 12, 878]",286567,en,8.88,2016-10-14,Max Steel,5.2,383,"[28, 12, 878]"
Max Steel,ORF,2500000.0,2016,68,2016-10-14,10000000,3818664,4563080,20946,"[28, 12, 878]",286567,en,8.88,2016-10-14,Max Steel,5.2,383,"[28, 12, 878]"
Midnight Special,WB,2500000.0,2016,35,2016-03-18,18000000,3712282,7680250,17669,"[12, 18, 878]",245703,en,8.652999999999999,2016-03-18,Midnight Special,6.3,1105,"[12, 18, 878]"
Genius,RAtt.,4300000.0,2016,10,2016-06-10,17000000,1361045,7265283,17613,"[18, 36]",267192,en,9.417,2016-06-10,Genius,6.5,391,"[18, 36]"
Hunt for the Wilderpeople,Orch.,41100000.0,2016,25,2016-06-24,2500000,5205471,23845533,17492,"[12, 35, 18]",371645,en,12.545,2016-06-24,Hunt for the Wilderpeople,7.8,915,"[12, 35, 18]"
Bleed for This,ORF,41100000.0,2016,65,2016-11-18,16000000,5083906,6603926,17696,[18],332979,en,8.258,2016-11-04,Bleed for This,6.9,405,[18]
Bleed for This,ORF,41100000.0,2016,65,2016-11-18,16000000,5083906,6603926,20992,[18],332979,en,8.258,2016-11-04,Bleed for This,6.9,405,[18]
Hands of Stone,Wein.,41100000.0,2016,74,2016-08-26,20000000,4712792,5031975,17703,[18],184341,en,8.17,2016-08-26,Hands of Stone,6.1,167,[18]
The Meddler,SPC,41100000.0,2016,58,2016-04-22,3200000,4267219,5526942,17743,"[35, 18]",337154,en,7.725,2016-04-22,The Meddler,5.8,186,"[35, 18]"
A Hologram for the King,RAtt.,41100000.0,2016,47,2016-04-22,35000000,4212494,11846010,17537,"[35, 18]",270010,en,11.055,2016-04-22,A Hologram for the King,5.9,589,"[35, 18]"
Swiss Army Man,A24,41100000.0,2016,10,2016-06-24,3000000,4210454,5837111,17575,"[35, 18, 10749, 14, 12]",347031,en,10.0,2016-06-24,Swiss Army Man,6.9,1789,"[35, 18, 10749, 14, 12]"
Denial,BST,41100000.0,2016,66,2016-09-30,10000000,4073448,9263940,17622,"[18, 36]",402298,en,9.267000000000001,2016-09-30,Denial,6.7,349,"[18, 36]"
Denial,BST,41100000.0,2016,66,2016-09-30,10000000,4073448,9263940,20913,"[18, 36]",402298,en,9.267000000000001,2016-09-30,Denial,6.7,349,"[18, 36]"
Green Room,A24,41100000.0,2016,46,2016-04-15,5000000,3220371,3807503,14322,"[27, 80, 53]",313922,en,9.943,2016-04-15,Green Room,6.8,1314,"[27, 80, 53]"
Green Room,A24,41100000.0,2016,46,2016-04-15,5000000,3220371,3807503,17578,"[27, 80, 53]",313922,en,9.943,2016-04-15,Green Room,6.8,1314,"[27, 80, 53]"
Compadres,PNT,41100000.0,2016,21,2016-04-22,3000000,3127773,7445044,18591,"[28, 35]",317930,es,1.9269999999999998,2016-04-22,Compadres,5.1,21,"[28, 35]"
The Disappointments Room,Rela.,41100000.0,2016,30,2016-09-09,15000000,2423467,3503761,17908,"[18, 27, 53]",293452,en,6.324,2016-09-09,The Disappointments Room,4.4,272,"[18, 27, 53]"
Paterson,BST,41100000.0,2016,54,2016-12-28,5000000,2141423,10727536,17610,"[35, 18, 10749]",370755,en,9.486,2016-12-28,Paterson,7.1,736,"[35, 18, 10749]"
Paterson,BST,41100000.0,2016,54,2016-12-28,5000000,2141423,10727536,20894,"[35, 18, 10749]",370755,en,9.486,2016-12-28,Paterson,7.1,736,"[35, 18, 10749]"
American Honey,A24,1200000.0,2016,15,2016-09-30,3500000,663247,2611750,17662,[18],340485,en,8.777999999999999,2016-09-30,American Honey,6.7,417,[18]
Jane Got a Gun,Wein.,41100000.0,2016,12,2016-01-29,25000000,1513793,3771345,17654,"[28, 18, 37]",174751,en,8.825,2016-01-29,Jane Got a Gun,5.5,439,"[28, 18, 37]"
The Neon Demon,BG,41100000.0,2016,68,2016-06-24,7500000,1333124,3559803,17514,"[53, 27, 9648]",301365,en,11.787,2016-06-14,The Neon Demon,6.6,2005,"[53, 27, 9648]"
The Invitation,Drft.,41100000.0,2016,74,2016-04-08,1000000,231738,354836,14305,[53],306947,en,10.424000000000001,2015-03-13,The Invitation,6.5,1063,[53]
A Street Cat Named Bob,Cleopatra,41100000.0,2016,31,2016-11-18,8000000,82703,17382693,17805,"[18, 10751, 35]",404378,en,7.12,2016-11-18,A Street Cat Named Bob,7.5,500,"[18, 10751, 35]"
A Street Cat Named Bob,Cleopatra,41100000.0,2016,31,2016-11-18,8000000,82703,17382693,21121,"[18, 10751, 35]",404378,en,7.12,2016-11-18,A Street Cat Named Bob,7.5,500,"[18, 10751, 35]"
They Will Have to Kill Us First,BBC,41100000.0,2016,16,2016-03-04,600000,0,7943,17145,"[10402, 99]",324322,fr,0.6,2015-08-04,They Will Have to Kill Us First,5.0,1,"[10402, 99]"
The Fate of the Furious,Uni.,1010.0,2017,23,2017-04-14,250000000,225764765,1234846267,20630,"[28, 80, 53]",337339,en,28.668000000000003,2017-04-14,The Fate of the Furious,6.9,6335,"[28, 80, 53]"
Despicable Me 3,Uni.,770200000.0,2017,30,2017-06-30,75000000,264624300,1034727750,20686,"[28, 16, 35, 10751, 12]",324852,en,16.407,2017-06-30,Despicable Me 3,6.3,4106,"[28, 16, 35, 10751, 12]"
Jumanji: Welcome to the Jungle,Sony,557600000.0,2017,38,2017-12-20,90000000,404508916,964496193,20661,"[28, 12, 35, 14]",353486,en,20.395,2017-12-20,Jumanji: Welcome to the Jungle,6.7,7213,"[28, 12, 35, 14]"
Jumanji: Welcome to the Jungle,Sony,557600000.0,2017,38,2017-12-20,90000000,404508916,964496193,23897,"[28, 12, 35, 14]",353486,en,20.395,2017-12-20,Jumanji: Welcome to the Jungle,6.7,7213,"[28, 12, 35, 14]"
Spider-Man: Homecoming,Sony,546000000.0,2017,99,2017-07-07,175000000,334201140,880166350,20618,"[28, 12, 878, 18]",315635,en,46.775,2017-07-07,Spider-Man: Homecoming,7.4,11585,"[28, 12, 878, 18]"
Thor: Ragnarok,BV,538900000.0,2017,82,2017-11-03,180000000,315058289,846980024,20621,"[28, 12, 35, 14]",284053,en,43.45,2017-11-03,Thor: Ragnarok,7.5,11380,"[28, 12, 35, 14]"
Thor: Ragnarok,BV,538900000.0,2017,82,2017-11-03,180000000,315058289,846980024,23819,"[28, 12, 35, 14]",284053,en,43.45,2017-11-03,Thor: Ragnarok,7.5,11380,"[28, 12, 35, 14]"
Wonder Woman,WB,409300000.0,2017,55,2017-06-02,150000000,412563408,821133378,8674,"[28, 14]",241224,en,2.841,2013-09-29,Wonder Woman,5.9,34,"[28, 14]"
Wonder Woman,WB,409300000.0,2017,55,2017-06-02,150000000,412563408,821133378,20628,"[12, 14, 10752, 10749]",297762,en,31.618000000000002,2017-06-02,Wonder Woman,7.3,12566,"[12, 14, 10752, 10749]"
Coco,BV,597400000.0,2017,2,2017-11-22,175000000,209726015,798008101,20635,"[16, 10751, 35, 12, 14]",354912,en,25.961,2017-11-22,Coco,8.2,8669,"[16, 10751, 35, 12, 14]"
Coco,BV,597400000.0,2017,2,2017-11-22,175000000,209726015,798008101,23859,"[16, 10751, 35, 12, 14]",354912,en,25.961,2017-11-22,Coco,8.2,8669,"[16, 10751, 35, 12, 14]"
Pirates of the Caribbean: Dead Men Tell No Tales,BV,622300000.0,2017,25,2017-05-26,230000000,172558876,788241137,20634,"[12, 28, 14, 35]",166426,en,28.101,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,6931,"[12, 28, 14, 35]"
It,WB (NL),372900000.0,2017,24,2017-09-08,35000000,327481748,697457969,20729,"[27, 53]",346364,en,13.966,2017-09-08,It,7.2,10931,"[27, 53]"
It,WB (NL),372900000.0,2017,24,2017-09-08,35000000,327481748,697457969,24005,"[27, 53]",346364,en,13.966,2017-09-08,It,7.2,10931,"[27, 53]"
Justice League,WB,428900000.0,2017,9,2017-11-17,300000000,229024295,655945209,20623,"[28, 12, 14, 878]",141052,en,34.953,2017-11-17,Justice League,6.2,7510,"[28, 12, 14, 878]"
Justice League,WB,428900000.0,2017,9,2017-11-17,300000000,229024295,655945209,23830,"[28, 12, 14, 878]",141052,en,34.953,2017-11-17,Justice League,6.2,7510,"[28, 12, 14, 878]"
Transformers: The Last Knight,Par.,475300000.0,2017,33,2017-06-21,217000000,130168683,602893340,20642,"[28, 878, 53, 12]",335988,en,24.258000000000003,2017-06-21,Transformers: The Last Knight,6.0,3255,"[28, 878, 53, 12]"
Kong: Skull Island,WB,398600000.0,2017,78,2017-03-10,185000000,168052812,561072059,20629,"[28, 12, 14]",293167,en,29.388,2017-03-10,Kong: Skull Island,6.3,6054,"[28, 12, 14]"
The Boss Baby,Fox,353000000.0,2017,71,2017-03-31,125000000,175003033,510878762,21082,"[16, 35, 10751]",295693,en,7.445,2017-03-31,The Boss Baby,6.4,4314,"[16, 35, 10751]"
Dunkirk,WB,337200000.0,2017,69,2017-07-21,150000000,190068280,499837368,20640,"[10752, 28, 18]",374720,en,24.358,2017-07-19,Dunkirk,7.4,9156,"[10752, 28, 18]"
War for the Planet of the Apes,Fox,343800000.0,2017,52,2017-07-14,152000000,146880162,489592267,20645,"[18, 878, 10752]",281338,en,23.445,2017-07-14,War for the Planet of the Apes,7.0,5235,"[18, 878, 10752]"
The Greatest Showman,Fox,260700000.0,2017,25,2017-12-20,84000000,174340174,386665550,20649,[18],316029,en,22.009,2017-12-20,The Greatest Showman,8.0,5197,[18]
The Greatest Showman,Fox,260700000.0,2017,25,2017-12-20,84000000,174340174,386665550,23885,[18],316029,en,22.009,2017-12-20,The Greatest Showman,8.0,5197,[18]
Kingsman: The Golden Circle,Fox,310700000.0,2017,54,2017-09-22,104000000,100234838,408803696,20641,"[28, 12, 35]",343668,en,24.337,2017-09-22,Kingsman: The Golden Circle,7.0,5531,"[28, 12, 35]"
Cars 3,BV,231000000.0,2017,5,2017-06-16,175000000,152901115,383541369,20669,"[12, 16, 35, 10751]",260514,en,18.427,2017-06-16,Cars 3,6.7,2596,"[12, 16, 35, 10751]"
Fifty Shades Darker,Uni.,267000000.0,2017,91,2017-02-10,55000000,114434010,381398492,20770,"[18, 10749]",341174,en,12.083,2017-02-10,Fifty Shades Darker,6.1,4489,"[18, 10749]"
The Great Wall,Uni.,289400000.0,2017,92,2017-02-17,150000000,45157105,334486852,20666,"[28, 12, 14]",311324,en,19.144000000000002,2017-02-17,The Great Wall,5.8,2775,"[28, 12, 14]"
Resident Evil: The Final Chapter,SGem,285400000.0,2017,84,2017-01-27,40000000,26844692,314101190,22654,"[28, 27, 878]",173897,en,0.8440000000000001,2017-01-27,Resident Evil: The Final Chapter,5.9,1859,"[28, 27, 878]"
Annabelle: Creation,WB (NL),204400000.0,2017,2,2017-08-11,15000000,102092201,305384865,20657,"[27, 9648, 53]",396422,en,21.245,2017-08-11,Annabelle: Creation,6.5,3141,"[27, 9648, 53]"
Wonder,LGF,173500000.0,2017,95,2017-11-17,20000000,132422809,304604712,20662,"[18, 10751]",406997,en,20.101,2017-11-17,Wonder,8.2,3959,"[18, 10751]"
Wonder,LGF,173500000.0,2017,95,2017-11-17,20000000,132422809,304604712,23903,"[18, 10751]",406997,en,20.101,2017-11-17,Wonder,8.2,3959,"[18, 10751]"
Ferdinand,Fox,211700000.0,2017,14,2017-12-15,111000000,84410380,289847930,20664,"[16, 10751, 12, 35]",364689,en,19.479,2017-12-15,Ferdinand,7.1,1425,"[16, 10751, 12, 35]"
Ferdinand,Fox,211700000.0,2017,14,2017-12-15,111000000,84410380,289847930,23906,"[16, 10751, 12, 35]",364689,en,19.479,2017-12-15,Ferdinand,7.1,1425,"[16, 10751, 12, 35]"
Split,Uni.,140200000.0,2017,50,2017-01-20,5000000,138141585,278964806,6638,[18],286475,en,0.9059999999999999,2012-05-24,Split,5.3,2,[18]
Split,Uni.,140200000.0,2017,50,2017-01-20,5000000,138141585,278964806,17393,"[27, 53]",381288,en,25.783,2016-09-26,Split,7.2,10375,"[27, 53]"
Split,Uni.,140200000.0,2017,50,2017-01-20,5000000,138141585,278964806,18389,"[14, 18]",358364,en,2.454,2016-04-07,Split,5.0,5,"[14, 18]"
Split,Uni.,140200000.0,2017,50,2017-01-20,5000000,138141585,278964806,18535,"[35, 10749]",409583,en,2.029,2016-08-02,Split,4.8,16,"[35, 10749]"
Blade Runner 2049,WB,167200000.0,2017,80,2017-10-06,185000000,92054159,259357408,20617,"[878, 28, 53]",335984,en,48.571000000000005,2017-10-06,Blade Runner 2049,7.4,6679,"[878, 28, 53]"
Blade Runner 2049,WB,167200000.0,2017,80,2017-10-06,185000000,92054159,259357408,23813,"[878, 28, 53]",335984,en,48.571000000000005,2017-10-06,Blade Runner 2049,7.4,6679,"[878, 28, 53]"
Get Out,Uni.,79400000.0,2017,49,2017-02-24,5000000,176040665,255367951,1531,"[35, 16]",130627,en,0.8340000000000001,2010-02-01,Get Out,5.5,8,"[35, 16]"
Get Out,Uni.,79400000.0,2017,49,2017-02-24,5000000,176040665,255367951,20637,"[9648, 53, 27]",419430,en,24.739,2017-02-24,Get Out,7.5,8760,"[9648, 53, 27]"
Baahubali 2: The Conclusion,GrtIndia,234000000.0,2017,55,2017-04-28,30000000,18985794,263502914,20840,"[28, 18]",350312,te,10.405999999999999,2017-04-27,Baahubali 2: The Conclusion,7.0,252,"[28, 18]"
Alien: Covenant,Fox,166600000.0,2017,12,2017-05-19,97000000,74262031,238521247,20638,"[27, 878, 53]",126889,en,24.651,2017-05-19,Alien: Covenant,5.9,4971,"[27, 878, 53]"
Baby Driver,TriS,119100000.0,2017,59,2017-06-28,34000000,107825862,228104185,20646,"[28, 80]",339403,en,22.895,2017-06-28,Baby Driver,7.4,8034,"[28, 80]"
Valerian and the City of a Thousand Planets,STX,184700000.0,2017,90,2017-07-21,180000000,40479370,215098356,20644,"[12, 878, 28]",339964,en,24.003,2017-07-21,Valerian and the City of a Thousand Planets,6.6,4149,"[12, 878, 28]"
Geostorm,WB,187900000.0,2017,99,2017-10-20,100000000,33700160,220796009,20735,"[28, 878, 53]",274855,en,13.652999999999999,2017-10-20,Geostorm,5.8,2246,"[28, 878, 53]"
Geostorm,WB,187900000.0,2017,99,2017-10-20,100000000,33700160,220796009,24016,"[28, 878, 53]",274855,en,13.652999999999999,2017-10-20,Geostorm,5.8,2246,"[28, 878, 53]"
The Emoji Movie,Sony,131699999.0,2017,7,2017-07-28,50000000,86089513,216562312,20712,"[16, 10751, 35]",378236,en,14.88,2017-07-23,The Emoji Movie,5.4,1447,"[16, 10751, 35]"
Smurfs: The Lost Village,Sony,152200000.0,2017,5,2017-04-07,60000000,45020282,197578586,20699,"[12, 16, 35, 10751]",137116,en,15.663,2017-04-07,Smurfs: The Lost Village,6.2,736,"[12, 16, 35, 10751]"
The Shape of Water,FoxS,131400000.0,2017,19,2017-12-01,19500000,63859435,195790794,20648,"[18, 14, 10749]",399055,en,22.025,2017-12-01,The Shape of Water,7.2,7224,"[18, 14, 10749]"
The Shape of Water,FoxS,131400000.0,2017,19,2017-12-01,19500000,63859435,195790794,23884,"[18, 14, 10749]",399055,en,22.025,2017-12-01,The Shape of Water,7.2,7224,"[18, 14, 10749]"
Pitch Perfect 3,Uni.,80500000.0,2017,58,2017-12-22,45000000,104897530,185736412,20711,"[35, 10402]",353616,en,14.89,2017-12-22,Pitch Perfect 3,6.5,1884,"[35, 10402]"
Pitch Perfect 3,Uni.,80500000.0,2017,58,2017-12-22,45000000,104897530,185736412,23984,"[35, 10402]",353616,en,14.89,2017-12-22,Pitch Perfect 3,6.5,1884,"[35, 10402]"
The Post,Fox,97900000.0,2017,9,2017-12-22,50000000,81903458,179748880,20700,"[18, 36]",446354,en,15.550999999999998,2017-12-22,The Post,7.0,2506,"[18, 36]"
The Post,Fox,97900000.0,2017,9,2017-12-22,50000000,81903458,179748880,23971,"[18, 36]",446354,en,15.550999999999998,2017-12-22,The Post,7.0,2506,"[18, 36]"
Baywatch,Par.,119800000.0,2017,86,2017-05-25,60000000,58060186,175863783,20722,"[28, 35]",339846,en,14.429,2017-05-26,Baywatch,6.1,4748,"[28, 35]"
"Three Billboards Outside Ebbing, Missouri",FoxS,104700000.0,2017,59,2017-11-10,12000000,54513740,160191915,20673,"[80, 18]",359940,en,17.808,2017-11-10,"Three Billboards Outside Ebbing, Missouri",8.2,5432,"[80, 18]"
"Three Billboards Outside Ebbing, Missouri",FoxS,104700000.0,2017,59,2017-11-10,12000000,54513740,160191915,23922,"[80, 18]",359940,en,17.808,2017-11-10,"Three Billboards Outside Ebbing, Missouri",8.2,5432,"[80, 18]"
Darkest Hour,Focus,94400000.0,2017,84,2017-11-22,30000000,56443120,150807172,20705,"[18, 36]",399404,en,15.331,2017-11-22,Darkest Hour,7.3,2715,"[18, 36]"
Darkest Hour,Focus,94400000.0,2017,84,2017-11-22,30000000,56443120,150807172,23975,"[18, 36]",399404,en,15.331,2017-11-22,Darkest Hour,7.3,2715,"[18, 36]"
King Arthur: Legend of the Sword,WB,109500000.0,2017,11,2017-05-12,175000000,39175066,139630336,20650,"[28, 18, 14]",274857,en,21.793000000000003,2017-05-12,King Arthur: Legend of the Sword,6.5,3305,"[28, 18, 14]"
The Foreigner,STX,111000000.0,2017,81,2017-10-13,35000000,34393507,140783360,20716,"[28, 53, 18]",379149,en,14.616,2017-10-13,The Foreigner,6.7,1086,"[28, 53, 18]"
The Foreigner,STX,111000000.0,2017,81,2017-10-13,35000000,34393507,140783360,23993,"[28, 53, 18]",379149,en,14.616,2017-10-13,The Foreigner,6.7,1086,"[28, 53, 18]"
Girls Trip,Uni.,25400000.0,2017,36,2017-07-21,28000000,115108515,140886353,20966,[35],417870,en,8.589,2017-07-21,Girls Trip,6.8,968,[35]
American Made,Uni.,83500000.0,2017,32,2017-09-29,50000000,51342000,135569212,20681,"[28, 80]",337170,en,16.748,2017-09-29,American Made,6.7,2188,"[28, 80]"
American Made,Uni.,83500000.0,2017,32,2017-09-29,50000000,51342000,135569212,23942,"[28, 80]",337170,en,16.748,2017-09-29,American Made,6.7,2188,"[28, 80]"
A Bad Moms Christmas,STX,58400000.0,2017,40,2017-11-01,28000000,72110659,127710550,20684,[35],431530,en,16.604,2017-11-01,A Bad Moms Christmas,6.3,1044,[35]
A Bad Moms Christmas,STX,58400000.0,2017,40,2017-11-01,28000000,72110659,127710550,23944,[35],431530,en,16.604,2017-11-01,A Bad Moms Christmas,6.3,1044,[35]
Captain Underpants: The First Epic Movie,Fox,51600000.0,2017,59,2017-06-02,38000000,73921000,126577874,20670,"[28, 16, 35, 10751]",268531,en,18.31,2017-06-02,Captain Underpants: The First Epic Movie,6.0,587,"[28, 16, 35, 10751]"
Happy Death Day,Uni.,69800000.0,2017,58,2017-10-13,5000000,55683845,125010260,20658,"[27, 9648, 53]",440021,en,21.23,2017-10-13,Happy Death Day,6.6,3211,"[27, 9648, 53]"
The Dark Tower,Sony,62500000.0,2017,95,2017-08-04,60000000,50701325,113461527,20701,"[28, 14, 878, 37, 27]",353491,en,15.517000000000001,2017-08-04,The Dark Tower,5.6,2842,"[28, 14, 878, 37, 27]"
Jigsaw,LGF,64900000.0,2017,61,2017-10-27,10000000,38052832,102445196,20676,"[80, 27, 9648, 53]",298250,en,17.398,2017-10-27,Jigsaw,6.1,1887,"[80, 27, 9648, 53]"
Atomic Blonde,Focus,48300000.0,2017,94,2017-07-28,30000000,51573925,98345423,20652,"[28, 9648, 53]",341013,en,21.662,2017-07-28,Atomic Blonde,6.3,3645,"[28, 9648, 53]"
Rings,Par.,55300000.0,2017,38,2017-02-03,25000000,27793018,82917283,20738,[27],14564,en,13.53,2017-02-03,Rings,4.9,1785,[27]
Underworld: Blood Wars,SGem,50700000.0,2017,91,2017-01-06,35000000,30353973,81209222,20667,"[28, 14, 27, 18]",346672,en,18.976,2017-01-06,Underworld: Blood Wars,5.5,2318,"[28, 14, 27, 18]"
Lady Bird,A24,30000000.0,2017,53,2017-11-03,10000000,48958273,78610769,20690,"[35, 18]",391713,en,15.974,2017-11-03,Lady Bird,7.3,3866,"[35, 18]"
Lady Bird,A24,30000000.0,2017,53,2017-11-03,10000000,48958273,78610769,23960,"[35, 18]",391713,en,15.974,2017-11-03,Lady Bird,7.3,3866,"[35, 18]"
American Assassin,LGF,31000000.0,2017,28,2017-09-15,63000000,36249674,68310140,20703,"[28, 53]",415842,en,15.434000000000001,2017-09-15,American Assassin,6.3,1596,"[28, 53]"
The Nut Job 2: Nutty by Nature,ORF,36800000.0,2017,81,2017-08-11,40000000,28370522,57438389,20941,"[10751, 16, 12, 35]",335777,en,8.975,2017-08-11,The Nut Job 2: Nutty by Nature,5.7,227,"[10751, 16, 12, 35]"
Monster Trucks,Par.,31100000.0,2017,81,2017-01-13,125000000,33370166,61642798,20948,"[28, 35, 878]",262841,en,8.827,2017-01-13,Monster Trucks,5.9,414,"[28, 35, 878]"
The Star,Sony,22000000.0,2017,39,2017-11-17,20000000,40847995,62758010,20720,"[35, 12, 10751, 14, 16]",355547,en,14.53,2017-11-17,The Star,5.4,233,"[35, 12, 10751, 14, 16]"
"Everything, Everything",WB,27500000.0,2017,70,2017-05-19,10000000,34121140,61603136,20728,"[18, 10749]",417678,en,13.998,2017-05-19,"Everything, Everything",7.2,2447,"[18, 10749]"
Snatched,Fox,15000000.0,2017,51,2017-05-12,42000000,45852178,57852177,4222,[35],154205,en,0.725,2011-01-01,Snatched,3.5,2,[35]
Snatched,Fox,15000000.0,2017,51,2017-05-12,42000000,45852178,57852177,20815,"[28, 35]",373569,en,10.92,2017-05-12,Snatched,5.3,495,"[28, 35]"
The Big Sick,LGF,13500000.0,2017,64,2017-06-23,5000000,42872467,53972860,20760,"[35, 18, 10749]",416477,en,12.322000000000001,2017-06-23,The Big Sick,7.4,1302,"[35, 18, 10749]"
Downsizing,Par.,30600000.0,2017,62,2017-12-22,68000000,24449754,54462971,20825,"[35, 18, 878]",301337,en,10.682,2017-12-22,Downsizing,5.1,1887,"[35, 18, 878]"
Downsizing,Par.,30600000.0,2017,62,2017-12-22,68000000,24449754,54462971,24128,"[35, 18, 878]",301337,en,10.682,2017-12-22,Downsizing,5.1,1887,"[35, 18, 878]"
"I, Tonya",Neon,23900000.0,2017,83,2017-12-08,11000000,30014534,53797409,20704,[18],389015,en,15.407,2017-12-08,"I, Tonya",7.5,2904,[18]
"I, Tonya",Neon,23900000.0,2017,83,2017-12-08,11000000,30014534,53797409,23973,[18],389015,en,15.407,2017-12-08,"I, Tonya",7.5,2904,[18]
Logan Lucky,BST,20700000.0,2017,21,2017-08-18,29000000,27778642,44264271,20697,"[28, 35, 80, 18]",399170,en,15.743,2017-08-18,Logan Lucky,6.7,1627,"[28, 35, 80, 18]"
Rough Night,Sony,25200000.0,2017,87,2017-06-16,20000000,22105643,46844357,20724,"[18, 35]",397422,en,14.338,2017-06-16,Rough Night,5.6,1096,"[18, 35]"
